,text,label_category
2892,I had visited London a few times before I actually went up to the upper level of the tower and walked across the glass floor.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2893,I found it very difficult to walk across as the bridgeway is so very high.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2894,I not so bravely made it.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2895,Recommend to go if your around this area but if not then its not worth your time.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2896,"Very nice to just go about and stroll around, no barrier to the side of the river so be careful and foods and other goods are sold around this area.","[0, 0, 1, 1, 0, 0, 1, 0, 0]"
2897,I didn't even realise so that says a lot doesn't it!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2898,I didn't see the river might of been OK If I did?,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2899,"Saw a great pub with a thatched roof, no idea what it was called though, shame eh?","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2900,"Lots to do there, including getting a river boat tour, which is very interesting!","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2901,You can also take a walk along the river and enjoy street performances and stunning views of the skyline.,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
2902,I learned lots about London.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2903,Iconic part of London.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2904,"The water looks very dirty though, and theres lots of litter in some places, which is a real shame.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2905,Nothing special and the water is as clear as a mud.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2906,"Many interesting places around the river, but if I have to grade only a river, it is average.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2907,We took an afternoon river cruise from dock in Westminster to Greenwich which offers a lot of maritime history.,"[1, 0, 0, 1, 0, 0, 0, 0, 0]"
2908,"Also, nice they are fully enclosed and heated for those chilly days in London.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2909,This ride was included with our London Pass - great deal!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2910,Bunch of filth and garbage floating by in front of you.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2911,It's like watching an easyJet plane boarding for Ibiza.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2912,I waited three hours and I never once saw my waiter do not visit this restaurant,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2913,This spot has a magical feeling to it.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2914,You can see standing stones and ring cairns next to a beautiful field.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2915,To think they have been there since the Bronze Age adds to the wonder of these graves.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2916,"We saw some fans of the TV show Outlander here, and even with increased curiosity of the site, it is still kept in exceptional shape for it's preservation.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2917,"To get there involves some one-way roads, so please respect whatever traffic may be present and use caution.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2918,Visit the site and take in the history and wonder of it to really appreciate what it is you see.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2919,"This is an excellent Bronze Age site, one of the best preserved in the UK.","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2920,Set back from the roadside you enter through a gate.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2921,The site is free to enter and open 24 hours.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2922,"The site is accessible but the ground is full of rocks and tree roots, it would be fairly difficult to push a wheelchair around.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2923,"There are information signs at all the monuments and one at the entrance, they give good info about how and why the cairns were built.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2924,"It is busy during the summer, around midday and later, most people visit after leaving Culloden.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2925,"It is just down the road from Culloden battlefield, about 5 mins in the car.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2926,Not too much going on just a pile of rocks.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2927,Had to go and see these because of the curiosity aroused by the 'outlsnder' series.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2928,They are a little out of the way and the remains give one some idea of what they might have looked like in their hay day.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2929,The country roads can get a bit tight.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2930,Watch out for other cars though.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2931,It takes around 30 mins and isn't that hard.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2932,Also the Stones look nothing like in Outlander so be aware.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2933,These stones are the inspiration of the stones of Craig nadune in Outlander.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2934,"Could have used some more infirmation about the stones, but i think people don't know more about them.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2935,You can walk here from the Culloden Battlefield but driving is adviced.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2936,Its just a bunch of rock mounds.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2937,"I guess thats cool in a these-things-have-been-here-for-ages kind of way, but theres nothing that necessitates a visit.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2938,"The walk to the abbey remains, which turned out to be a single stone tower, was also kind of lame.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2939,I just kind of wished there was more to help me form some sort of emotional connection with it.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2940,This place wasnt awful.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2941,Average location and Nothing worth visiting and mentioning,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2942,The site does have rather a checkered history with regards being meddled with by previous generations.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2943,"What I would say about it is, that, to get the atmosphere of the place I suggest visiting either first thing in the morning or last thing as the light is going.","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2944,It was rather spoilt for us by a family with out of control children.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2945,"Well worth a visit, just time it.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2946,"As it's close to Culloden I think it gets quite a lot of visitors who view both, we did see several people who we recognised from there.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2947,Its needs finished and the council should return the gold and rebuild their mess,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2948,"Also, if you're a fan of Chinese cuisine, you will love it here, with the outskirts packed with Chinese takeaways.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2949,"It's not like you'll ever get bored however, as the city is packed with shops, quite literally having every brand you could think of.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2950,"Even for a visit, I would recommend due to the amazing scenery and historic feel of the city.","[1, 1, 0, 0, 0, 0, 0, 0, 0]"
2951,I hope to study here one day whether it be in 3 years or 20 years time.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2952,The University of Cambridge is known worldwide for the excellence of its teaching and research and the quality of its graduates.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2953,It's has the 2 nd name in world best universities Very students should once c the life of Cambridge university,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2954,"All students freely interact with scholars of all levels, including those who are world leaders in their field, both formally and informally.","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2955,"There are a range of courses for postgraduate students, including taught courses, courses offering research training and skills and other research opportunities.","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2956,"Undergraduate teaching consists of a variety of lectures, seminars and practical classes, as well as more personalised teaching arranged through the Colleges.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2957,Where the Communiste United Student Union dictate to other students and assume what is of value to the University.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2958,Where the arrogance of children assume their understanding of politika is superior to not only adults but history.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2959,"Their love of Socialism obviously blinds them to history's 100 million dead who paid to prove that Socialism doesn't work, they think they can do better. ""... pseudo moralistic..."" superiority complex.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2960,"A great safe place for snowflakes who don't care to have their intellects challenged, but not good for those that wish to excel, because you will be bullied for being privileged.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2961,"Best University, six very happy years (Selwyn College) in a beautiful city which became a second home.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2962,There is immense support available from pastoral to administrative to fellow student support systems and networks.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2963,"The extensive application process may seem a daunting prospect but the entrance exams and interviews are an illuminating experience, while you also have the opportunity to visit your prospective college and meet renowned scholars who will challenge you respectfully and if you're successful, shape you learning and your future.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2964,Excellent undergraduate experience and community which compliments the outstanding taught postgraduate and research community and exceptional programmes.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2965,An enormous and beautiful university with colleges scattered throughout a cute college town.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2966,"I highly recommend getting a Footprints tour, which made the visit more than just taking photos of elaborately designed buildings.","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2967,It's a 2 hour free walking tour of several spots on campus along with some history and explanation about the university's organization.,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
2968,A tip at the end of the tour is not necessary but very appreciated and deserved.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2969,It's very disappointing to hear that Cambridge has decided to make a profit from its name by charging its visitors--many of which could easily be prospective students.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2970,One thing I disliked is that there is an entrance fee for the colleges.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2971,"One of the most high tech universities, yet they don't have air conditioning","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2972,A degree from Cambridge doesn't make yourself a higher being than others.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2973,remarkable university with some of the most arrogant grad students. ) You will only be respected for your conduct but not your degree.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2974,The dreary weather when I visited also meant it wasn't a fun visit at all.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2975,May be great history but it's really just old buildings.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2976,I am probably going to get flayed for this but I found my visit there as a tourist boring.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2977,The animals must feel great fear as one of your people opens the cage and takes them as the animal will know they are going to feel pain.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2978,It's time to end your cruel vivisection program.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2979,You must know how the animals suffer in your lab.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2980,And what a pitiful existence to be locked in a cage waiting to be hurt again.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2981,It is so cruel and outdated.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2982,Because skandar keynes be a students in there,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2983,Staff are knowledgeable and friendly.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2984,"Make sure you save time to pop down to the porthole room for a unique view underneath, and collect papers for a trail and fishy brass rubbing for the children.","[0, 1, 0, 1, 0, 0, 0, 0, 0]"
2985,"But, fish and chips at the start was delicious.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2986,"Refreshments at the end are a little disappointing, I had hoped for home made cake, not a packet of flapjack.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2987,Allow plenty of time to browse on your way along.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2988,Even one just from grandparents to their children.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2989,Some sad and some funny.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2990,"Fascinating, over 13,000 brass plaques, everything from births, marriage proposals, marriage, special events any of course deaths.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2991,"Usually pier of the year but Worthing nicked it this summer, woo-hoo.!","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2992,"Fabulous historical pier, really beautiful, so glad it's been saved from falling into the sea like so many others.","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2993,Also a great museum & quality bistro effectively surrounded by glass.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2994,Do not miss this place if you're within half an hour of clevedon.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2995,"Can't finish without mentioning the super friendly staff who are happy to talk about the pier as if it's a member of the family, an antiquated great aunt, rather than just seeing you as a punter paying their wages like the big noisy arcades in other piers.","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2996,"They tell you to go over to the other one under the same name, but the menu is different, and its more formal and expensive, so not good for a person in scruffy walking boots like me.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2997,"Some priorities and business models need looking at, the price hike rather than cut to get more custom has been the downfall of many businesses before, a non-profit will suffer just the same.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2998,"Pier is lovely to stroll down on a sunny day, but to use the cafe you have to enter the pier.. which costs £3.","[0, 0, 1, 0, 0, 0, 0, 0, 1]"
2999,"The rudeness could not of come at a worst time, we were all left gobsmacked and disgusted!","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
3000,Thought i was some kind of terrorist for wanting to celebrate my daughters plaque with balloons and maybe a chinese lantern.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
3001,"However staff are extremely obstinatw, arrogant and rude.","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
3002,The entry fee is reasonable and an optional donation to gift aid can be added on request.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
3003,Examples of this include Cardiff and Sugarloaf Mountain.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
3004,The view from the pier is gorgeous on a clear day and there is an engraved metal plate at the end to tell you what you can see over in Wales and how far away everything is.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
3005,"Clevedon Pier is a magnificent structure with some rather amazing history, all of which can be consumed with your entry ticket.","[1, 1, 0, 0, 0, 0, 0, 0, 0]"
3006,There is a mini exhibition upstairs from the gift shop.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
3007,"Tiffin offer a small but nice selection of food and drinks and are open late most days of the week, bar Sunday and Monday when they close at 1800.","[0, 0, 1, 0, 0, 0, 0, 0, 1]"
3008,This is a shameless rip off.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
3009,How could I give it anything more than one star when the value for money is simply non existent.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
3010,"They charge three times as much to access this pier, which has ABSOLUTELY NOTHING on it, than the one at Weston Super Mare.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
3011,I know they need to pay for restoration but it is a public place and is now only accessible to those who have money.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
3012,The pier is beautiful but sadly you now have to pay to visit it.,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
3013,"I went on it when it was free, the tea room was lovely.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
3014,Was going to go on the pier but at £3.30 for an adult we felt this was a bit pricey.,"[0, 0, 1, 1, 0, 0, 0, 0, 0]"
3015,Nice day out though.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
3016,Sat along the sea front and had our lunch with a view of the pier for free.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
3017,We were not the only ones who saw the prices and walked away.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
